title, category, price, city, available
'Устрицы La Belle №2', Морепродукты, 1490, Актобе, В наличии
'Каракатица, размер 40-60', Морепродукты, 4800, Актобе, В наличии
'Кальмар Командорский очищенный', Морепродукты, 3600, Актобе, В наличии
'Кальмар Командорский 600 гр', Морепродукты, 1990, Актобе, В наличии
'Кальмар Тушка Неочищенный', Морепродукты, 2500, Актобе, В наличии
'Гребешок на Створке', Морепродукты, 4500, Актобе, В наличии
'Креветка Королевская Блочная, в панцире 21/25', Морепродукты, 15000, Актобе, В наличии
'Улитки по Бургундски (Escargot)', Морепродукты, 10500, Актобе, В наличии
'Мясо Краба Салатное (кусочками)', Морепродукты, 17500, Актобе, В наличии
'Креветка Risma Премиум глазурь 7%', Морепродукты, 6000, Актобе, В наличии
'Устрицы №2 Царская', Морепродукты, 1600, Актобе, В наличии
'Краб Приморский в собственном соку', Морепродукты, 17500, Актобе, В наличии
'Керамическая Сковорода "Улиточница Эскарготьерка"', Морепродукты, 4500, Актобе, В наличии
'Трубка Кальмара Risma', Морепродукты, 4800, Актобе, В наличии
'Краб Натуральный в собственном соку', Морепродукты, 48000, Актобе, В наличии
'Семга Атлантическая (Лосось) Охлажденная, 3-4 кг', Рыба, 5990, Актобе, В наличии
'Лосось Малосольный филе на шкуре', Рыба, 9500, Актобе, В наличии
'Дорадо Охлажденная вес 300 - 400 гр/шт Греция', Рыба, 4990, Актобе, В наличии
'Стейк из Семги нарезка Подкова', Рыба, 6990, Актобе, В наличии
'Форель Атлантическая охлажденная 3-4 кг, Норвегия', Рыба, 7700, Актобе, В наличии
'Сибас Охлажденный весом 300 - 400 гр/шт', Рыба, 4990, Актобе, В наличии
'Дорадо Охлажденная 400 - 600 гр./шт', Рыба, 4990, Актобе, В наличии
'Сибас Охлажденный 400 - 600 гр/шт', Рыба, 4990, Актобе, В наличии
'Лосось копченый по Шотландски Филе', Рыба, 10800, Актобе, В наличии
'Филе Судака уп. 1 кг', Рыба, 3500, Актобе, В наличии
'Семга Атлантическая охлажденная, 5-6 кг, Норвегия', Рыба, 7700, Актобе, В наличии
'Филе из Охлажденной Семги (Лосося)', Рыба, 14500, Актобе, В наличии
'Морской Окунь размер 500-600 гр', Рыба, 3000, Актобе, В наличии
'Слайсы из Малосольного Лосося', Рыба, 15990, Актобе, В наличии
'Палтус вес 2-3 кг', Рыба, 5500, Актобе, В наличии
'Скумбрия (макрель атлантическая) 400-600', Рыба, 2200, Актобе, В наличии
'Тунец  Yellowfin филе уп. 350-550 гр.', Рыба, 10500, Актобе, В наличии
'Филе на шкуре из Атлантической Семги', Рыба, 8900, Актобе, В наличии
'Филе из Охлажденной Океанической Форели  1,5 - 2 кг', Рыба, 14500, Актобе, В наличии
'Эсколар копченый филе на шкуре', Рыба, 7800, Актобе, В наличии
'Сибас Охлажденный 600 - 800 гр., Греция', Рыба, 7200, Актобе, В наличии
'Форель Атлантическая Норвежская охлажденная 5 - 6 кг', Рыба, 7700, Актобе, В наличии
'Стейк Подкова из Норв. лосося размороженный  вес 300 - 400 гр', Рыба, 7800, Актобе, В наличии
'Филе Трески заморозка', Рыба, 4500, Актобе, В наличии
'Дорадо Охлажденная вес 600-800 гр., Турция', Рыба, 7200, Актобе, В наличии
'Сибас охлажденный весом от 1000 до 1500 гр Турция', Рыба, 8900, Актобе, В наличии
'Слайсы Копченый Лосось (Семга)  Шотландского Копчения', Рыба, 10800, Актобе, В наличии
'Печень трески натуральная, Исландия', Рыба, 1850, Актобе, В наличии
'Тунец Копченый Куском (спинка)', Рыба, 8490, Актобе, В наличии
'Форель Копченая из Охлажденки Филе', Рыба, 10800, Актобе, В наличии
